"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX7656960","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656960_SRR10995909.fastq.gz","","SRR10995909","SRX7656960","SAMN13955518","SRS6084415","PRJNA604121","SRP246310","SRA1035339","GL14_sorted_final.bam","GL14","GL14","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL14","Illumina HiSeq 2500","ILLUMINA","368436372","4098006","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-14","3b7b990395d417d3c8face62bf65fcc3","96345171","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/009/SRR10995909/SRR10995909.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/009/SRR10995909/SRR10995909.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/009/SRR10995909/SRR10995909.fastq.gz"
"SRX7656961","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656961_SRR10995908.fastq.gz","","SRR10995908","SRX7656961","SAMN13955519","SRS6084422","PRJNA604121","SRP246310","SRA1035339","GL10_sorted_final.bam","GL10","GL10","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL10","Illumina HiSeq 2500","ILLUMINA","388475068","4201423","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-10","95a11c3b93cd5637b0b3b777c5c8071d","99512732","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/008/SRR10995908/SRR10995908.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/008/SRR10995908/SRR10995908.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/008/SRR10995908/SRR10995908.fastq.gz"
"SRX7656962","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656962_SRR10995907.fastq.gz","","SRR10995907","SRX7656962","SAMN13955520","SRS6084417","PRJNA604121","SRP246310","SRA1035339","GL06_sorted_final.bam","GL6","GL6","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL6","Illumina HiSeq 2500","ILLUMINA","277184111","3021825","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-6","72396efac3cd26f71eb5e42ce0b8c8ad","76373029","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/007/SRR10995907/SRR10995907.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/007/SRR10995907/SRR10995907.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/007/SRR10995907/SRR10995907.fastq.gz"
"SRX7656963","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656963_SRR10995906.fastq.gz","","SRR10995906","SRX7656963","SAMN13955521","SRS6084420","PRJNA604121","SRP246310","SRA1035339","GL08_sorted_final.bam","GL8","GL8","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL8","Illumina HiSeq 2500","ILLUMINA","323124753","3618992","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-8","6f857edccdae60b71970a0b2ea72212c","83476491","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/006/SRR10995906/SRR10995906.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/006/SRR10995906/SRR10995906.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/006/SRR10995906/SRR10995906.fastq.gz"
"SRX7656964","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656964_SRR10995905.fastq.gz","","SRR10995905","SRX7656964","SAMN13955522","SRS6084418","PRJNA604121","SRP246310","SRA1035339","GL11_sorted_final.bam","GL11","GL11","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL11","Illumina HiSeq 2500","ILLUMINA","304861878","3356121","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-11","cf83b605204968c0ea45b256d66ac877","83235717","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/005/SRR10995905/SRR10995905.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/005/SRR10995905/SRR10995905.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/005/SRR10995905/SRR10995905.fastq.gz"
"SRX7656965","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656965_SRR10995904.fastq.gz","","SRR10995904","SRX7656965","SAMN13955523","SRS6084424","PRJNA604121","SRP246310","SRA1035339","GL18_sorted_final.bam","GL18","GL18","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL18","Illumina HiSeq 2500","ILLUMINA","322055749","3513359","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-18","9830307a470df33c853bca51426fcb03","86214993","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/004/SRR10995904/SRR10995904.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/004/SRR10995904/SRR10995904.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/004/SRR10995904/SRR10995904.fastq.gz"
"SRX7656966","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656966_SRR10995903.fastq.gz","","SRR10995903","SRX7656966","SAMN13955524","SRS6084419","PRJNA604121","SRP246310","SRA1035339","GL21_sorted_final.bam","GL21","GL21","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL21","Illumina HiSeq 2500","ILLUMINA","275283112","3069935","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-21","8b71654fd267570a90d9cf0a8234b4ff","75797423","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/003/SRR10995903/SRR10995903.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/003/SRR10995903/SRR10995903.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/003/SRR10995903/SRR10995903.fastq.gz"
"SRX7656967","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656967_SRR10995902.fastq.gz","","SRR10995902","SRX7656967","SAMN13955525","SRS6084421","PRJNA604121","SRP246310","SRA1035339","GL03_sorted_final.bam","GL3","GL3","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL3","Illumina HiSeq 2500","ILLUMINA","223144572","2459822","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-3","b03d7de485dc6eff792d1f2e0e24950d","61161804","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/002/SRR10995902/SRR10995902.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/002/SRR10995902/SRR10995902.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/002/SRR10995902/SRR10995902.fastq.gz"
"SRX7656968","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656968_SRR10995901.fastq.gz","","SRR10995901","SRX7656968","SAMN13955526","SRS6084423","PRJNA604121","SRP246310","SRA1035339","GL05_sorted_final.bam","GL5","GL5","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL5","Illumina HiSeq 2500","ILLUMINA","338820235","3749065","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-5","def029c4d9aeb1c77b2c37b1d70ae0a5","92655851","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/001/SRR10995901/SRR10995901.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/001/SRR10995901/SRR10995901.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/001/SRR10995901/SRR10995901.fastq.gz"
"SRX7656969","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656969_SRR10995900.fastq.gz","","SRR10995900","SRX7656969","SAMN13955509","SRS6084432","PRJNA604121","SRP246310","SRA1035339","GL19_sorted_final.bam","GL19","GL19","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL19","Illumina HiSeq 2500","ILLUMINA","302671301","3334863","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-19","2466637873d6167cd68f4d6f105976ba","79321856","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/000/SRR10995900/SRR10995900.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/000/SRR10995900/SRR10995900.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/000/SRR10995900/SRR10995900.fastq.gz"
"SRX7656970","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656970_SRR10995899.fastq.gz","","SRR10995899","SRX7656970","SAMN13955527","SRS6084425","PRJNA604121","SRP246310","SRA1035339","GV21_sorted_final.bam","GV21","GV21","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV21","Illumina HiSeq 2500","ILLUMINA","586719273","6414956","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-21","79897e4228344ad70c976b2c8c825977","151545996","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/099/SRR10995899/SRR10995899.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/099/SRR10995899/SRR10995899.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/099/SRR10995899/SRR10995899.fastq.gz"
"SRX7656971","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656971_SRR10995898.fastq.gz","","SRR10995898","SRX7656971","SAMN13955528","SRS6084426","PRJNA604121","SRP246310","SRA1035339","GV01_sorted_final.bam","GV1","GV1","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV1","Illumina HiSeq 2500","ILLUMINA","305349493","3467164","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-1","1f94b556c0895fa1c7d46cd3b08399db","81472381","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/098/SRR10995898/SRR10995898.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/098/SRR10995898/SRR10995898.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/098/SRR10995898/SRR10995898.fastq.gz"
"SRX7656972","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656972_SRR10995897.fastq.gz","","SRR10995897","SRX7656972","SAMN13955529","SRS6084441","PRJNA604121","SRP246310","SRA1035339","GV14_sorted_final.bam","GV14","GV14","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV14","Illumina HiSeq 2500","ILLUMINA","359301098","3772514","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-14","fc42f5ebb0bb1c1b0a0e231d0a721b57","93938947","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/097/SRR10995897/SRR10995897.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/097/SRR10995897/SRR10995897.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/097/SRR10995897/SRR10995897.fastq.gz"
"SRX7656973","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656973_SRR10995896.fastq.gz","","SRR10995896","SRX7656973","SAMN13955530","SRS6084427","PRJNA604121","SRP246310","SRA1035339","GV03_sorted_final.bam","GV3","GV3","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV3","Illumina HiSeq 2500","ILLUMINA","241638992","2642269","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-3","f70d84c823f219f7b9695c49d880be7d","66804845","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/096/SRR10995896/SRR10995896.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/096/SRR10995896/SRR10995896.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/096/SRR10995896/SRR10995896.fastq.gz"
"SRX7656974","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656974_SRR10995895.fastq.gz","","SRR10995895","SRX7656974","SAMN13955531","SRS6084428","PRJNA604121","SRP246310","SRA1035339","GV22_sorted_final.bam","GV22","GV22","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV22","Illumina HiSeq 2500","ILLUMINA","353809735","3766665","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-22","faee882cf2763d50d209a0c13a39535a","92186071","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/095/SRR10995895/SRR10995895.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/095/SRR10995895/SRR10995895.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/095/SRR10995895/SRR10995895.fastq.gz"
"SRX7656975","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656975_SRR10995894.fastq.gz","","SRR10995894","SRX7656975","SAMN13955532","SRS6084429","PRJNA604121","SRP246310","SRA1035339","GV12_sorted_final.bam","GV12","GV12","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV12","Illumina HiSeq 2500","ILLUMINA","350929685","3684655","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-12","8e3f3737719fa3a325d62b08ebe020eb","90281913","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/094/SRR10995894/SRR10995894.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/094/SRR10995894/SRR10995894.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/094/SRR10995894/SRR10995894.fastq.gz"
"SRX7656976","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656976_SRR10995893.fastq.gz","","SRR10995893","SRX7656976","SAMN13955533","SRS6084446","PRJNA604121","SRP246310","SRA1035339","GV18_sorted_final.bam","GV18","GV18","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV18","Illumina HiSeq 2500","ILLUMINA","372827989","3978118","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-18","aa8a72cada4a630faf6b3f25720895a2","101122265","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/093/SRR10995893/SRR10995893.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/093/SRR10995893/SRR10995893.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/093/SRR10995893/SRR10995893.fastq.gz"
"SRX7656977","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656977_SRR10995892.fastq.gz","","SRR10995892","SRX7656977","SAMN13955534","SRS6084430","PRJNA604121","SRP246310","SRA1035339","GV15_sorted_final.bam","GV15","GV15","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV15","Illumina HiSeq 2500","ILLUMINA","314102307","3283970","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-15","e71f309e1b42217b8bfd21181956b494","84887957","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/092/SRR10995892/SRR10995892.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/092/SRR10995892/SRR10995892.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/092/SRR10995892/SRR10995892.fastq.gz"
"SRX7656978","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656978_SRR10995891.fastq.gz","","SRR10995891","SRX7656978","SAMN13955535","SRS6084431","PRJNA604121","SRP246310","SRA1035339","GV07_sorted_final.bam","GV7","GV7","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV7","Illumina HiSeq 2500","ILLUMINA","474963084","5195326","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-7","273469fba6e19264df0ab55bb1e232c3","120175054","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/091/SRR10995891/SRR10995891.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/091/SRR10995891/SRR10995891.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/091/SRR10995891/SRR10995891.fastq.gz"
"SRX7656979","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656979_SRR10995890.fastq.gz","","SRR10995890","SRX7656979","SAMN13955536","SRS6084433","PRJNA604121","SRP246310","SRA1035339","GV24_sorted_final.bam","GV24","GV24","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV24","Illumina HiSeq 2500","ILLUMINA","326392917","3434931","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-24","5dfbaf411c14197e12bb01faf6cf8b5e","86179712","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/090/SRR10995890/SRR10995890.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/090/SRR10995890/SRR10995890.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/090/SRR10995890/SRR10995890.fastq.gz"
"SRX7656980","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656980_SRR10995889.fastq.gz","","SRR10995889","SRX7656980","SAMN13955510","SRS6084434","PRJNA604121","SRP246310","SRA1035339","GL01_sorted_final.bam","GL1","GL1","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL1","Illumina HiSeq 2500","ILLUMINA","332752772","3575774","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-1","478e83d530af2be4f4c29cee1549ff9d","84415937","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/089/SRR10995889/SRR10995889.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/089/SRR10995889/SRR10995889.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/089/SRR10995889/SRR10995889.fastq.gz"
"SRX7656981","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656981_SRR10995888.fastq.gz","","SRR10995888","SRX7656981","SAMN13955537","SRS6084435","PRJNA604121","SRP246310","SRA1035339","GV08_sorted_final.bam","GV8","GV8","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV8","Illumina HiSeq 2500","ILLUMINA","423873445","4636858","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-8","7707b7e7992687a77fec73028f3f9ae4","113759146","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/088/SRR10995888/SRR10995888.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/088/SRR10995888/SRR10995888.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/088/SRR10995888/SRR10995888.fastq.gz"
"SRX7656982","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656982_SRR10995887.fastq.gz","","SRR10995887","SRX7656982","SAMN13955538","SRS6084436","PRJNA604121","SRP246310","SRA1035339","GV25_sorted_final.bam","GV25","GV25","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV25","Illumina HiSeq 2500","ILLUMINA","360488973","3776668","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-25","78f5695221ce85642e23dcbbaa0e9106","92723421","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/087/SRR10995887/SRR10995887.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/087/SRR10995887/SRR10995887.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/087/SRR10995887/SRR10995887.fastq.gz"
"SRX7656983","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656983_SRR10995886.fastq.gz","","SRR10995886","SRX7656983","SAMN13955539","SRS6084437","PRJNA604121","SRP246310","SRA1035339","GV05_sorted_final.bam","GV5","GV5","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV5","Illumina HiSeq 2500","ILLUMINA","287425670","2994513","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-5","f9837458bbb019708292799490071e0f","82331762","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/086/SRR10995886/SRR10995886.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/086/SRR10995886/SRR10995886.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/086/SRR10995886/SRR10995886.fastq.gz"
"SRX7656984","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656984_SRR10995885.fastq.gz","","SRR10995885","SRX7656984","SAMN13955540","SRS6084438","PRJNA604121","SRP246310","SRA1035339","GV11_sorted_final.bam","GV11","GV11","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV11","Illumina HiSeq 2500","ILLUMINA","279945444","3071918","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-10","0755fcdec4a6a28a418a141a28db6a21","75099991","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/085/SRR10995885/SRR10995885.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/085/SRR10995885/SRR10995885.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/085/SRR10995885/SRR10995885.fastq.gz"
"SRX7656985","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656985_SRR10995884.fastq.gz","","SRR10995884","SRX7656985","SAMN13955541","SRS6084439","PRJNA604121","SRP246310","SRA1035339","GV04_sorted_final.bam","GV4","GV4","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV4","Illumina HiSeq 2500","ILLUMINA","320241634","3509111","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-4","35d5eed758c61cdb4005bf4c1dc72754","87994654","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/084/SRR10995884/SRR10995884.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/084/SRR10995884/SRR10995884.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/084/SRR10995884/SRR10995884.fastq.gz"
