Row.names,logFC,logCPM,LR,PValue,FDR,Protein.Name
gene10429,-0.237347599,9.460231281,0.57531336,0.44815522,0.956091449,LOW QUALITY PROTEIN: nucleolar GTP-binding protein 1-like
gene10435,-0.282755218,4.65097424,0.537827576,0.463334446,0.956091449,LOW QUALITY PROTEIN: protocadherin beta-3-like
gene10445,0.106845941,4.652932025,0.057447921,0.810576046,0.991391134,protocadherin beta-15-like isoform X1
gene10446,-0.225299623,6.046791434,0.686901897,0.407220164,0.945588216,protocadherin gamma-B7-like
gene10447,-0.647428703,3.810970558,1.717587421,0.190003893,0.898420206,protocadherin beta-8-like isoform X1
gene10448,-0.171056537,5.163127898,0.216798793,0.641489978,0.981107713,protocadherin-11 Y-linked-like
gene10449,0.621316861,4.752023376,2.807292219,0.093836641,0.824370989,uncharacterized protein LOC111122972
gene10450,-0.58403316,6.573818243,2.650798495,0.103497897,0.834572595,uncharacterized protein LOC111122906
gene10451,-0.635594175,3.790039899,1.329726751,0.248853835,0.921674566,uncharacterized protein LOC111126607
gene10452,-0.34075686,4.251442084,0.556743281,0.455575408,0.956091449,uncharacterized protein LOC111122918
gene10453,0.250726149,3.923005675,0.240857965,0.623587133,0.9798117,uncharacterized protein LOC111126444
gene10454,-0.774964472,6.179938615,4.731265885,0.029619078,0.648676294,uncharacterized protein LOC111126445
gene10455,0.143195003,4.656787888,0.083670209,0.772383926,0.987968907,uncharacterized protein LOC111122796
gene10456,-0.271981858,5.394859596,0.50289659,0.478230143,0.958053471,uncharacterized protein LOC111125454
gene10457,0.104833455,4.564056429,0.02864656,0.865597685,0.993795637,uncharacterized protein LOC111125453 isoform X1
gene10458,-0.338182417,2.445237375,0.216034483,0.642078199,0.981107713,uncharacterized protein LOC111122949
gene10460,0.43395425,5.401305773,0.297621425,0.58537743,0.977567413,"myosin heavy chain, muscle-like isoform X7"
gene10461,-0.063598608,7.584811807,0.008308012,0.927374757,0.993795637,nucleoprotein TPR-like
gene10462,-1.089741564,6.183928039,4.479857204,0.034296586,0.678370624,"furin-like protease 1, isoforms 1/1-X/2 isoform X3"
gene10465,0.122429594,3.004693119,0.032749609,0.856392277,0.993056571,LOW QUALITY PROTEIN: protocadherin gamma-B1-like
gene10466,-2.665956092,4.886037832,8.155363547,0.004293399,0.379851323,heat shock 70 kDa protein 12A-like
gene10467,-3.467295448,3.479223456,6.066781797,0.013774772,0.533818321,heat shock 70 kDa protein 12A-like
gene10469,-0.404902429,3.453823819,0.430050961,0.511963944,0.964299122,uncharacterized protein LOC111123636
gene10470,-0.148270684,6.446185952,0.188817203,0.663902877,0.98291572,von Willebrand factor A domain-containing protein 3B-like isoform X1
gene10471,-0.477507376,4.419070514,1.341580744,0.246755393,0.921352369,palmitoyltransferase ZDHHC15-like isoform X1
gene10473,-0.073966166,6.049387212,0.050221993,0.822677439,0.992241237,uncharacterized protein LOC111124935 isoform X1
gene10475,1.259508126,4.978901277,4.576752882,0.032408573,0.666821416,5-hydroxyisourate hydrolase-like isoform X1
gene10476,0.280628215,3.976308225,0.073726453,0.785986386,0.98882458,uncharacterized protein LOC111124864 isoform X1
gene10481,1.058732823,2.733402055,2.652111984,0.103412422,0.834572595,transport and Golgi organization protein 2 homolog
gene10483,-0.025466044,5.069743623,0.00075048,0.978144772,0.998340714,uncharacterized protein LOC111123645
gene10484,-0.056406125,3.393666537,0.010293395,0.919188191,0.993795637,LOW QUALITY PROTEIN: tetraspanin-9-like
gene10489,-0.595517367,4.884815511,1.976719639,0.159736413,0.884593411,LOW QUALITY PROTEIN: tetraspanin-9-like
gene10490,-0.419253188,3.822630866,0.454142244,0.500374405,0.960259045,LOW QUALITY PROTEIN: CD151 antigen-like
gene10491,0.087378315,6.598206649,0.090442585,0.763615253,0.987968907,LOW QUALITY PROTEIN: dual specificity tyrosine-phosphorylation-regulated kinase 1A-like
gene10492,-0.220515277,3.539081032,0.125844929,0.72277967,0.986220354,LOW QUALITY PROTEIN: lathosterol oxidase-like
gene10493,-0.098425,8.32550399,0.11400607,0.735628579,0.986958968,"LOW QUALITY PROTEIN: ATP synthase subunit g, mitochondrial-like"
gene10494,0.10967276,3.000277212,0.004340437,0.94747178,0.9966443,monocarboxylate transporter 5-like
gene10495,0.21601713,6.111450114,0.682800768,0.408623955,0.945593571,LOW QUALITY PROTEIN: uncharacterized protein LOC111124243
gene10497,-1.026782803,3.494476767,3.615190669,0.057254158,0.757252926,LOW QUALITY PROTEIN: DNA repair protein XRCC2-like
gene10498,0.271338955,6.299075404,0.894252218,0.344327593,0.932260097,rab9 effector protein with kelch motifs-like
gene10499,0.551292658,2.918805964,0.470329142,0.492835787,0.960128354,uncharacterized protein LOC111125047 isoform X1
gene105,-0.991221075,4.688309494,2.565399642,0.109224952,0.840207874,interferon-induced protein 44-like isoform X1
gene10500,0.027072593,6.320549881,0.01173437,0.913737656,0.993795637,LOW QUALITY PROTEIN: guanine nucleotide exchange factor VAV2-like
gene10504,0.177792879,4.973727125,0.072956912,0.78707919,0.98882458,uncharacterize lncRNA
gene10505,-0.874020007,4.496508586,3.248399375,0.071493242,0.785144509,uncharacterized protein LOC111124571
gene10506,0.581920888,6.216254294,1.886358533,0.169613215,0.888303206,LOW QUALITY PROTEIN: uncharacterized protein LOC111124244
gene10508,0.467022891,5.091071535,0.632673476,0.426376358,0.951191006,uncharacterize lncRNA
gene10512,-1.817462729,2.332581351,3.558871715,0.059227984,0.76040528,uncharacterized protein LOC111125584
gene10524,1.520295504,3.46813447,5.723550269,0.016738851,0.543870871,uncharacterize lncRNA
gene10525,0.614649619,2.473932111,0.659139401,0.416863931,0.949146438,uncharacterized protein LOC111127129
gene10532,-1.203810637,2.415889454,1.40797539,0.235392781,0.916485286,multiple epidermal growth factor-like domains protein 10
gene10540,0.334263108,3.613001558,0.428685624,0.512634598,0.964536301,RNA-binding protein 26-like isoform X1
gene10542,0.493727335,2.506800587,0.388117013,0.533290844,0.967596383,probable serine/threonine-protein kinase nek3 isoform X3
gene10543,0.379573491,3.732493387,0.372038654,0.541895119,0.969301011,thyrotroph embryonic factor-like
gene10544,-0.451672851,5.131063397,0.688483102,0.406680814,0.945588216,uncharacterized protein LOC111127128
gene10546,0.498945183,3.983808366,0.533339992,0.465206032,0.956091449,uncharacterized protein LOC111126693 isoform X1
gene10550,-0.691135621,4.975468792,0.728680966,0.393311073,0.941854366,kunitz-type protease inhibitor 1-like
gene10551,-0.947911942,5.241702476,6.686294254,0.009715696,0.482712306,ubiquitin-fold modifier 1
gene10552,0.731854148,4.333184169,1.872880524,0.171145534,0.889863104,lysosomal Pro-X carboxypeptidase-like
gene10553,-0.358247117,6.34262419,2.561516358,0.109493516,0.840207874,signal peptidase complex subunit 3-like
gene10554,0.054546193,4.855210367,0.011611786,0.914187663,0.993795637,LOW QUALITY PROTEIN: growth hormone secretagogue receptor type 1-like
gene10555,0.533271,3.214737437,0.77540158,0.3785512,0.939088885,muscarinic acetylcholine receptor gar-3-like
gene10558,-0.670006863,3.893849726,0.896512186,0.343718647,0.932260097,solute carrier family 26 member 10-like isoform X1
gene1056,-0.045723487,3.197447735,0.005299561,0.941966794,0.995636635,ras-related and estrogen-regulated growth inhibitor-like
gene10562,0.713256791,2.463922856,1.22233745,0.268902414,0.92724396,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase-like
gene10563,0.674604648,2.680573737,0.714746594,0.397872547,0.944148204,TBC domain-containing protein kinase-like protein
gene10564,-0.154448137,3.158630525,0.085066184,0.770545771,0.987968907,rab proteins geranylgeranyltransferase component A 2-like
gene10566,0.530436412,9.46339214,0.992721752,0.319078063,0.932260097,centrosomal protein of 135 kDa-like isoform X1
gene10567,-0.629655523,2.920273096,0.542786372,0.461280252,0.956091449,inverted formin-2-like isoform X1
gene10568,0.05055743,4.356019354,0.006552138,0.935485472,0.994259805,"beta-1,3-galactosyltransferase 1-like isoform X2"
gene10569,-0.21969066,2.984954874,0.023245654,0.878819993,0.993795637,uncharacterized protein LOC111125378
gene1057,0.268430029,4.673990085,0.394450203,0.529969413,0.967268978,repressor of yield of DENV protein homolog
gene10570,-0.365513543,4.246290408,0.586430715,0.443802668,0.954654478,uncharacterized protein LOC111125377
gene10572,2.057708127,3.643736288,5.822593602,0.015821598,0.537678146,"cGMP-dependent 3\',5\'-cyclic phosphodiesterase-like isoform X5"
gene10574,-0.336139546,3.755500041,0.099638641,0.75226371,0.987968907,heat shock 70 kDa protein 12A-like
gene10575,-0.842989336,3.406687292,0.421985037,0.515948208,0.964624606,heat shock 70 kDa protein 12A-like
gene10577,-0.820732158,3.106620379,1.042541035,0.30723123,0.932260097,heat shock 70 kDa protein 12A-like isoform X1
gene10579,0.123306862,4.673441475,0.066281182,0.79683039,0.990057259,heat shock 70 kDa protein 12B-like
gene10583,-0.120976128,2.775185297,0.012998539,0.909228967,0.993795637,uncharacterized protein LOC111124252
gene10584,-0.212940451,5.793099244,0.265734453,0.606207598,0.978656963,BTB/POZ domain-containing protein KCTD12-like
gene10585,-0.255869603,3.553105563,0.203234777,0.6521224,0.981107713,"type II inositol 3,4-bisphosphate 4-phosphatase-like isoform X1"
gene1059,0.425198355,3.659936127,0.296363237,0.586171378,0.977924296,eisosome protein 1-like
gene10593,0.315304445,3.830685147,0.250367413,0.616816489,0.978656963,monocarboxylate transporter 12-like
gene10594,-0.309890774,3.063226333,0.195416206,0.658446474,0.982094429,monocarboxylate transporter 9-like isoform X1
gene10595,0.152867447,3.597242712,0.032383612,0.85718831,0.993056571,monocarboxylate transporter 14-like
gene10596,-0.050687334,4.704564475,0.01325437,0.908343964,0.993795637,monocarboxylate transporter 14-like
gene10598,-0.270312056,3.277903748,0.229524053,0.631876961,0.98077436,uncharacterized protein LOC111125780 isoform X1
gene10600,0.050894414,3.850936975,0.010240222,0.919396473,0.993795637,pleckstrin homology-like domain family B member 2 isoform X1
gene10603,0.281325024,2.874850309,0.137005386,0.711276402,0.986220354,transcription factor Sp5-like
gene10604,-0.598562871,4.33353939,1.664221594,0.197034295,0.900440534,myosin-IIIb-like isoform X1
gene10618,-1.766898361,2.86605637,2.761793068,0.096539979,0.825167704,solute carrier family 26 member 10-like isoform X1
gene1062,1.915423014,3.549237875,4.997736929,0.025380484,0.617308588,caprin-2-like
gene10623,1.080455814,2.477607348,2.521861482,0.112277975,0.840276016,TBC domain-containing protein kinase-like protein
gene10624,0.153605212,2.489169146,0.032903321,0.856059329,0.993056571,rab proteins geranylgeranyltransferase component A 2-like
gene10626,0.015957533,5.643887531,0.001508215,0.969021348,0.998340714,centrosomal protein of 135 kDa-like isoform X1
gene10627,0.538057087,5.092353775,1.931229121,0.164624036,0.886884936,inverted formin-2-like isoform X1
gene10629,-0.795977999,3.051126919,1.054376672,0.304501249,0.932260097,"beta-1,3-galactosyltransferase 1-like isoform X2"
gene10631,0.169959621,4.35416558,0.124354696,0.724358637,0.986220354,uncharacterized protein LOC111125568
gene10632,-2.456729794,2.496696686,7.591058018,0.005865851,0.409269595,poly
gene10633,0.815909511,3.601557248,2.931683827,0.086856859,0.815390351,"cGMP-dependent 3\',5\'-cyclic phosphodiesterase-like isoform X6"
gene10635,0.331311565,3.968478795,0.155606227,0.693234403,0.98412449,heat shock 70 kDa protein 12A-like
gene10636,-0.892234792,3.670717358,1.564973872,0.210938433,0.906563118,LOW QUALITY PROTEIN: heat shock 70 kDa protein 12A-like
gene10639,-0.105232877,3.170116291,0.006443964,0.936019094,0.994309769,heat shock 70 kDa protein 12A-like
gene10640,-0.032338792,3.795401443,0.000347734,0.98512221,0.999054434,heat shock 70 kDa protein 12A-like
gene10641,-0.011796856,4.915946171,0.000711281,0.978723064,0.998340714,heat shock 70 kDa protein 12B-like
gene10643,0.70946965,3.020015697,0.550517557,0.458106298,0.956091449,uncharacterized protein LOC111126638
gene10645,-0.49763656,7.544912645,1.050941838,0.305290273,0.932260097,uncharacterized protein LOC111124261
gene10646,-0.728051505,2.591938351,0.491473944,0.483270548,0.959086507,BTB/POZ domain-containing protein KCTD12-like
gene10647,0.114005592,2.724416815,0.019656723,0.888500048,0.993795637,"type I inositol 3,4-bisphosphate 4-phosphatase-like isoform X1"
gene10648,-1.303422547,3.554951742,0.768726568,0.380611287,0.939088885,uncharacterized protein LOC111127521
gene1065,0.213659278,4.005776679,0.217247526,0.641145216,0.981107713,LOW QUALITY PROTEIN: midasin-like
gene10652,0.237756826,2.347785208,0.054038219,0.816179804,0.992241237,uncharacterized protein LOC111122960
gene10653,-0.359270278,3.82514044,0.076988219,0.781421151,0.988371316,monocarboxylate transporter 12-like
gene10654,-0.181340708,2.417466229,0.050873133,0.821550863,0.992241237,monocarboxylate transporter 7-like isoform X1
gene10655,1.002265848,5.06788937,5.959819274,0.014635541,0.537211379,monocarboxylate transporter 14-like
gene10656,-0.062579716,5.39470265,0.016067527,0.899132136,0.993795637,monocarboxylate transporter 14-like
gene10658,0.351925978,2.378962363,0.249253556,0.617601162,0.978656963,uncharacterized protein LOC111125768 isoform X1
gene10659,0.025191085,4.052914283,0.001558985,0.968504526,0.998340714,Down syndrome cell adhesion molecule homolog isoform X1
gene10660,-0.579484041,5.006704741,2.655181156,0.103212998,0.834572595,pleckstrin homology-like domain family B member 2 isoform X1
gene10663,1.271806143,2.81775986,4.230055085,0.039714152,0.699822258,myosin-IIIb-like isoform X1
gene10678,-0.082233597,2.895421899,0.001627347,0.967821754,0.998340714,uncharacterized protein LOC111122951 isoform X1
gene10679,-0.194208188,4.568105814,0.098669504,0.753432161,0.987968907,lysosomal thioesterase PPT2-like isoform X1
gene1068,0.059625239,2.62277394,0.004847515,0.944492858,0.995857469,uncharacterized protein LOC111114379
gene10680,-0.634617237,4.080476913,0.566377827,0.451701872,0.956091449,uncharacterized protein LOC111126166 isoform X1
gene10684,0.257155706,6.184398747,0.631424378,0.426833324,0.951191006,sodium bicarbonate cotransporter 3-like isoform X1
gene10685,0.506915266,4.375766246,1.082570383,0.298123255,0.931461638,sodium bicarbonate cotransporter 3-like
gene10686,-0.608283248,3.558610075,0.631415965,0.426836404,0.951191006,uncharacterized protein LOC111124630
gene10687,0.082510977,4.416943317,0.026923064,0.869666205,0.993795637,Hermansky-Pudlak syndrome 3 protein homolog isoform X1
gene10688,0.336708266,2.401366665,0.264666731,0.606932023,0.978656963,"A disintegrin and metalloproteinase with thrombospondin motifs 6-like, partial"
gene10689,-0.114277017,4.74335593,0.060813257,0.805215142,0.991016053,uncharacterized protein LOC111125166
gene10690,-0.146562698,4.275634402,0.046523493,0.829227017,0.992241237,flocculation protein FLO11-like
gene10692,-0.487139498,5.914917312,1.012391238,0.314330653,0.932260097,neutral and basic amino acid transport protein rBAT-like
gene10694,0.089940182,3.327390358,0.016272839,0.898493201,0.993795637,mediator of RNA polymerase II transcription subunit 29-like
gene10696,0.303165471,3.684328968,0.074059615,0.785515172,0.98882458,"glycogen phosphorylase, muscle form-like isoform X1"
gene10697,-0.314734529,3.363488903,0.208123688,0.64824203,0.981107713,"prolyl-tRNA synthetase associated domain-containing protein 1-like, partial"
gene10699,-0.119593323,4.471631139,0.071995769,0.788452802,0.989125129,multidrug resistance-associated protein 7-like
gene107,0.008274231,7.383350463,0.0014799,0.969313379,0.998340714,LIM and SH3 domain protein 1-like isoform X5
gene1070,-0.250514943,4.680837496,0.061656802,0.803896204,0.991016053,uncharacterized protein LOC111106064
gene10700,-0.142798101,4.174563633,0.069176054,0.792540243,0.989527986,protein SPATA45 homolog
gene10702,-0.7020195,2.491709637,0.459571245,0.49782442,0.960259045,probable ergosterol biosynthetic protein 28
gene10705,-0.046360288,4.166536538,0.005102446,0.943054415,0.995636635,DDB1- and CUL4-associated factor 4-like
gene10711,-0.768940114,2.83932315,1.240869585,0.265303529,0.92508069,phosphatidylinositol-glycan biosynthesis class F protein-like
gene10713,-0.012363931,3.381268269,0.000379981,0.984447733,0.999054434,kinesin-like protein KIF16B isoform X1
